Data;Semana;UF;Município;Tipo de Feriado
15/09/2022;quinta-feira;SP;JUQUITIBA;Permanente
15/09/2022;quinta-feira;SP;LENCOIS PAULISTA;Permanente
15/09/2022;quinta-feira;SP;LIMEIRA;Permanente
15/09/2022;quinta-feira;SP;MAIRIPORA;Permanente
15/09/2022;quinta-feira;SP;MIRACATU;Permanente
15/09/2022;quinta-feira;SP;NOVA ODESSA;Permanente
15/09/2022;quinta-feira;SP;SALTO GRANDE;Permanente
15/09/2022;quinta-feira;SP;SARAPUI;Permanente
15/09/2022;quinta-feira;SP;SERRANA;Permanente
15/09/2022;quinta-feira;SP;VARZEA PAULISTA;Permanente
16/09/2022;sexta-feira;SP;ARACARIGUAMA;Permanente
16/09/2022;sexta-feira;SP;PARANAPUA;Permanente
17/09/2022;sábado;SP;POMPEIA;Permanente
17/09/2022;sábado;SP;PONTES GESTAL;Permanente
19/09/2022;segunda-feira;SP;GUARAREMA;Permanente
20/09/2022;terça-feira;SP;IPAUSSU;Permanente
20/09/2022;terça-feira;SP;ITAPEVA;Permanente
21/09/2022;quarta-feira;SP;GUARIBA;Permanente
21/09/2022;quarta-feira;SP;PEDRINHAS PAULISTA;Permanente
23/09/2022;sexta-feira;SP;SERRA NEGRA;Permanente
24/09/2022;sábado;SP;PINHALZINHO;Permanente
24/09/2022;sábado;SP;SANTA MERCEDES;Permanente
24/09/2022;sábado;SP;URUPES;Permanente
25/09/2022;domingo;SP;ESTRELA D`OESTE;Permanente
26/09/2022;segunda-feira;SP;SANTA BRANCA;Permanente
26/09/2022;segunda-feira;SP;VARGEM GRANDE DO SUL;Permanente
27/09/2022;terça-feira;SP;TURIUBA;Permanente
29/09/2022;quinta-feira;SP;JABORANDI;Permanente
29/09/2022;quinta-feira;SP;MIGUELOPOLIS;Permanente
29/09/2022;quinta-feira;SP;PIQUEROBI;Permanente
29/09/2022;quinta-feira;SP;PIQUETE;Permanente
29/09/2022;quinta-feira;SP;SAO MIGUEL ARCANJO;Permanente
29/09/2022;quinta-feira;SP;UCHOA;Permanente
01/10/2022;sábado;SP;CAMPOS DO JORDAO;Permanente
01/10/2022;sábado;SP;CERQUEIRA CESAR;Permanente
01/10/2022;sábado;SP;EMBU-GUACU;Permanente
01/10/2022;sábado;SP;GLICERIO;Permanente
01/10/2022;sábado;SP;GUARANTA;Permanente
01/10/2022;sábado;SP;MAGDA;Permanente
01/10/2022;sábado;SP;MARABA PAULISTA;Permanente
01/10/2022;sábado;SP;MIRANTE DO PARANAPANEMA;Permanente
01/10/2022;sábado;SP;ORINDIUVA;Permanente
02/10/2022;domingo;SP;CRUZEIRO;Permanente
03/10/2022;segunda-feira;SP;RUBINEIA;Permanente
04/10/2022;terça-feira;SP;CAPELA DO ALTO;Permanente
04/10/2022;terça-feira;SP;ILHA SOLTEIRA;Permanente
04/10/2022;terça-feira;SP;PENAPOLIS;Permanente
04/10/2022;terça-feira;SP;RINOPOLIS;Permanente
04/10/2022;terça-feira;SP;RUBIACEA;Permanente
04/10/2022;terça-feira;SP;SANTA ALBERTINA;Permanente
04/10/2022;terça-feira;SP;SAO FRANCISCO;Permanente
04/10/2022;terça-feira;SP;TAUBATE;Permanente
05/10/2022;quarta-feira;SP;BIRITIBA-MIRIM;Permanente
05/10/2022;quarta-feira;SP;GUARANI D`OESTE;Permanente
05/10/2022;quarta-feira;SP;JACI;Permanente
05/10/2022;quarta-feira;SP;NOVA GRANADA;Permanente
05/10/2022;quarta-feira;SP;PARAISO;Permanente
05/10/2022;quarta-feira;SP;SAGRES;Permanente
05/10/2022;quarta-feira;SP;SALES;Permanente
05/10/2022;quarta-feira;SP;URANIA;Permanente
07/10/2022;sexta-feira;SP;CAMPO LIMPO PAULISTA;Permanente
07/10/2022;sexta-feira;SP;CHARQUEADA;Permanente
07/10/2022;sexta-feira;SP;INDIANA;Permanente
07/10/2022;sexta-feira;SP;POMPEIA;Permanente
09/10/2022;domingo;SP;BERNARDINO DE CAMPOS;Permanente
10/10/2022;segunda-feira;SP;CERQUEIRA CESAR;Permanente
10/10/2022;segunda-feira;SP;COSMORAMA;Permanente
10/10/2022;segunda-feira;SP;LARANJAL PAULISTA;Permanente
11/10/2022;terça-feira;SP;PARIQUERA-ACU;Permanente
11/10/2022;terça-feira;SP;TABAPUA;Permanente
13/10/2022;quinta-feira;SP;PORTO FELIZ;Permanente
14/10/2022;sexta-feira;SP;FERRAZ DE VASCONCELOS;Permanente
15/10/2022;sábado;SP;ILHA SOLTEIRA;Permanente
18/10/2022;terça-feira;SP;PONTAL;Permanente
19/10/2022;quarta-feira;SP;DOLCINOPOLIS;Permanente
19/10/2022;quarta-feira;SP;IGARACU DO TIETE;Permanente
20/10/2022;quinta-feira;SP;ITAPOLIS;Permanente
20/10/2022;quinta-feira;SP;NOVA GUATAPORANGA;Permanente
20/10/2022;quinta-feira;SP;RIBEIRA;Permanente
20/10/2022;quinta-feira;SP;TARUMA;Permanente
22/10/2022;sábado;SP;MOGI-MIRIM;Permanente
24/10/2022;segunda-feira;SP;ITAPIRA;Permanente
24/10/2022;segunda-feira;SP;TIMBURI;Permanente
25/10/2022;terça-feira;SP;CASA BRANCA;Permanente
25/10/2022;terça-feira;SP;FLORIDA PAULISTA;Permanente
25/10/2022;terça-feira;SP;GUARATINGUETA;Permanente
25/10/2022;terça-feira;SP;PENAPOLIS;Permanente
26/10/2022;quarta-feira;SP;CANDIDO MOTA;Permanente
27/10/2022;quinta-feira;SP;HOLAMBRA;Permanente
27/10/2022;quinta-feira;SP;ILHA COMPRIDA;Permanente
27/10/2022;quinta-feira;SP;MACEDONIA;Permanente
27/10/2022;quinta-feira;SP;MAIRINQUE;Permanente
27/10/2022;quinta-feira;SP;MARAPOAMA;Permanente
27/10/2022;quinta-feira;SP;SANTA MARIA DA SERRA;Permanente
28/10/2022;sexta-feira;SP;ICEM;Permanente
28/10/2022;sexta-feira;SP;NOVO HORIZONTE;Permanente
28/10/2022;sexta-feira;SP;PARANAPUA;Permanente
28/10/2022;sexta-feira;SP;RIBEIRAO CORRENTE;Permanente
28/10/2022;sexta-feira;SP;SANDOVALINA;Permanente
28/10/2022;sexta-feira;SP;SAO SIMAO;Permanente
28/10/2022;sexta-feira;SP;SILVEIRAS;Permanente
28/10/2022;sexta-feira;SP;SUMARE;Permanente
28/10/2022;sexta-feira;SP;TARABAI;Permanente
28/10/2022;sexta-feira;SP;UBATUBA;Permanente
01/11/2022;terça-feira;SP;IRAPUA;Permanente
01/11/2022;terça-feira;SP;MENDONCA;Permanente
01/11/2022;terça-feira;SP;MIRA ESTRELA;Permanente
01/11/2022;terça-feira;SP;SERRA NEGRA;Permanente
01/11/2022;terça-feira;SP;SEVERINIA;Permanente
01/11/2022;terça-feira;SP;TACIBA;Permanente
03/11/2022;quinta-feira;SP;GABRIEL MONTEIRO;Permanente
04/11/2022;sexta-feira;SP;SAO CARLOS;Permanente
04/11/2022;sexta-feira;SP;SAO SEBASTIAO DA GRAMA;Permanente
05/11/2022;sábado;SP;ESPIRITO SANTO DO TURVO;Permanente
05/11/2022;sábado;SP;ITAPETININGA;Permanente
05/11/2022;sábado;SP;PILAR DO SUL;Permanente
05/11/2022;sábado;SP;ROSANA;Permanente
07/11/2022;segunda-feira;SP;PIACATU;Permanente
08/11/2022;terça-feira;SP;GUAIMBE;Permanente
14/11/2022;segunda-feira;SP;LORENA;Permanente
14/11/2022;segunda-feira;SP;SANTANA DE PARNAIBA;Permanente
14/11/2022;segunda-feira;SP;SERRA AZUL;Permanente
16/11/2022;quarta-feira;SP;AGUAS DE LINDOIA;Permanente
16/11/2022;quarta-feira;SP;SARUTAIA;Permanente
17/11/2022;quinta-feira;SP;BALSAMO;Permanente
19/11/2022;sábado;SP;SANTO ANASTACIO;Permanente
20/11/2022;domingo;SP;AGUAI;Permanente
20/11/2022;domingo;SP;AGUAS DA PRATA;Permanente
20/11/2022;domingo;SP;AGUAS DE SANTA BARBARA;Permanente
20/11/2022;domingo;SP;AGUAS DE SAO PEDRO;Permanente
20/11/2022;domingo;SP;ALFREDO MARCONDES;Permanente
20/11/2022;domingo;SP;ALTAIR;Permanente
20/11/2022;domingo;SP;ALTINOPOLIS;Permanente
20/11/2022;domingo;SP;ALVARO DE CARVALHO;Permanente
20/11/2022;domingo;SP;ALVINLANDIA;Permanente
20/11/2022;domingo;SP;AMERICO BRASILIENSE;Permanente
20/11/2022;domingo;SP;AMERICO DE CAMPOS;Permanente
20/11/2022;domingo;SP;AMPARO;Permanente
20/11/2022;domingo;SP;ANALANDIA;Permanente
20/11/2022;domingo;SP;ANDRADINA;Permanente
20/11/2022;domingo;SP;ANGATUBA;Permanente
20/11/2022;domingo;SP;ANHEMBI;Permanente
20/11/2022;domingo;SP;APARECIDA;Permanente
20/11/2022;domingo;SP;APARECIDA D`OESTE;Permanente
20/11/2022;domingo;SP;ARACATUBA;Permanente
20/11/2022;domingo;SP;ARACOIABA DA SERRA;Permanente
20/11/2022;domingo;SP;ARAMINA;Permanente
20/11/2022;domingo;SP;ARARAQUARA;Permanente
20/11/2022;domingo;SP;ARUJA;Permanente
20/11/2022;domingo;SP;AURIFLAMA;Permanente
20/11/2022;domingo;SP;BANANAL;Permanente
20/11/2022;domingo;SP;BARBOSA;Permanente
20/11/2022;domingo;SP;BARRA BONITA;Permanente
20/11/2022;domingo;SP;BARRA DO TURVO;Permanente
20/11/2022;domingo;SP;BARRETOS;Permanente
20/11/2022;domingo;SP;BARRINHA;Permanente
20/11/2022;domingo;SP;BATATAIS;Permanente
20/11/2022;domingo;SP;BENTO DE ABREU;Permanente
20/11/2022;domingo;SP;BERTIOGA;Permanente
20/11/2022;domingo;SP;BIRITIBA-MIRIM;Permanente
20/11/2022;domingo;SP;BOCAINA;Permanente
20/11/2022;domingo;SP;BOFETE;Permanente
20/11/2022;domingo;SP;BORA;Permanente
20/11/2022;domingo;SP;BORBOREMA;Permanente
20/11/2022;domingo;SP;BRAGANCA PAULISTA;Permanente
20/11/2022;domingo;SP;BRAUNA;Permanente
20/11/2022;domingo;SP;BURITAMA;Permanente
20/11/2022;domingo;SP;BURITIZAL;Permanente
20/11/2022;domingo;SP;CABREUVA;Permanente
20/11/2022;domingo;SP;CACHOEIRA PAULISTA;Permanente
20/11/2022;domingo;SP;CAJOBI;Permanente
20/11/2022;domingo;SP;CAMPINAS;Permanente
20/11/2022;domingo;SP;CAMPO LIMPO PAULISTA;Permanente
20/11/2022;domingo;SP;CAMPOS DO JORDAO;Permanente
20/11/2022;domingo;SP;CANANEIA;Permanente
20/11/2022;domingo;SP;CANAS;Permanente
20/11/2022;domingo;SP;CAPIVARI;Permanente
20/11/2022;domingo;SP;CARAGUATATUBA;Permanente
20/11/2022;domingo;SP;CASTILHO;Permanente
20/11/2022;domingo;SP;CATIGUA;Permanente
20/11/2022;domingo;SP;CERQUEIRA CESAR;Permanente
20/11/2022;domingo;SP;CHARQUEADA;Permanente
20/11/2022;domingo;SP;CHAVANTES;Permanente
20/11/2022;domingo;SP;CLEMENTINA;Permanente
20/11/2022;domingo;SP;COLINA;Permanente
20/11/2022;domingo;SP;COLOMBIA;Permanente
20/11/2022;domingo;SP;CORDEIROPOLIS;Permanente
20/11/2022;domingo;SP;CORUMBATAI;Permanente
20/11/2022;domingo;SP;CRAVINHOS;Permanente
20/11/2022;domingo;SP;CRISTAIS PAULISTA;Permanente
20/11/2022;domingo;SP;CUBATAO;Permanente
20/11/2022;domingo;SP;DIADEMA;Permanente
20/11/2022;domingo;SP;DOIS CORREGOS;Permanente
20/11/2022;domingo;SP;DUMONT;Permanente
20/11/2022;domingo;SP;ECHAPORA;Permanente
20/11/2022;domingo;SP;ELDORADO;Permanente
20/11/2022;domingo;SP;EMBAUBA;Permanente
20/11/2022;domingo;SP;ENGENHEIRO COELHO;Permanente
20/11/2022;domingo;SP;ESPIRITO SANTO DO TURVO;Permanente
20/11/2022;domingo;SP;ESTIVA GERBI;Permanente
20/11/2022;domingo;SP;EUCLIDES DA CUNHA PAULISTA;Permanente
20/11/2022;domingo;SP;FERRAZ DE VASCONCELOS;Permanente
20/11/2022;domingo;SP;FLORA RICA;Permanente
20/11/2022;domingo;SP;FLORIDA PAULISTA;Permanente
20/11/2022;domingo;SP;FRANCA;Permanente
20/11/2022;domingo;SP;FRANCO DA ROCHA;Permanente
20/11/2022;domingo;SP;GABRIEL MONTEIRO;Permanente
20/11/2022;domingo;SP;GALIA;Permanente
20/11/2022;domingo;SP;GETULINA;Permanente
20/11/2022;domingo;SP;GUAICARA;Permanente
20/11/2022;domingo;SP;GUAIMBE;Permanente
20/11/2022;domingo;SP;GUAIRA;Permanente
20/11/2022;domingo;SP;GUAPIARA;Permanente
20/11/2022;domingo;SP;GUARACAI;Permanente
20/11/2022;domingo;SP;GUARACI;Permanente
20/11/2022;domingo;SP;GUARANTA;Permanente
20/11/2022;domingo;SP;GUARARAPES;Permanente
20/11/2022;domingo;SP;GUARIBA;Permanente
20/11/2022;domingo;SP;GUARUJA;Permanente
20/11/2022;domingo;SP;GUARULHOS;Permanente
20/11/2022;domingo;SP;HORTOLANDIA;Permanente
20/11/2022;domingo;SP;IACRI;Permanente
20/11/2022;domingo;SP;IARAS;Permanente
20/11/2022;domingo;SP;ICEM;Permanente
20/11/2022;domingo;SP;IEPE;Permanente
20/11/2022;domingo;SP;ILHA SOLTEIRA;Permanente
20/11/2022;domingo;SP;ILHABELA;Permanente
20/11/2022;domingo;SP;INDIAPORA;Permanente
20/11/2022;domingo;SP;IPAUSSU;Permanente
20/11/2022;domingo;SP;IPERO;Permanente
20/11/2022;domingo;SP;IPEUNA;Permanente
20/11/2022;domingo;SP;IPORANGA;Permanente
20/11/2022;domingo;SP;IPUA;Permanente
20/11/2022;domingo;SP;IRACEMAPOLIS;Permanente
20/11/2022;domingo;SP;IRAPURU;Permanente
20/11/2022;domingo;SP;ITANHAEM;Permanente
20/11/2022;domingo;SP;ITAPEVI;Permanente
20/11/2022;domingo;SP;ITAPUI;Permanente
20/11/2022;domingo;SP;ITAQUAQUECETUBA;Permanente
20/11/2022;domingo;SP;ITARARE;Permanente
20/11/2022;domingo;SP;ITARIRI;Permanente
20/11/2022;domingo;SP;ITATIBA;Permanente
20/11/2022;domingo;SP;ITIRAPINA;Permanente
20/11/2022;domingo;SP;ITIRAPUA;Permanente
20/11/2022;domingo;SP;ITU;Permanente
20/11/2022;domingo;SP;ITUPEVA;Permanente
20/11/2022;domingo;SP;JABORANDI;Permanente
20/11/2022;domingo;SP;JAGUARIUNA;Permanente
20/11/2022;domingo;SP;JANDIRA;Permanente
20/11/2022;domingo;SP;JARINU;Permanente
20/11/2022;domingo;SP;JAU;Permanente
20/11/2022;domingo;SP;JERIQUARA;Permanente
20/11/2022;domingo;SP;JOAO RAMALHO;Permanente
20/11/2022;domingo;SP;JULIO MESQUITA;Permanente
20/11/2022;domingo;SP;JUNDIAI;Permanente
20/11/2022;domingo;SP;JUQUITIBA;Permanente
20/11/2022;domingo;SP;LARANJAL PAULISTA;Permanente
20/11/2022;domingo;SP;LEME;Permanente
20/11/2022;domingo;SP;LIMEIRA;Permanente
20/11/2022;domingo;SP;LINDOIA;Permanente
20/11/2022;domingo;SP;LOUVEIRA;Permanente
20/11/2022;domingo;SP;LUIS ANTONIO;Permanente
20/11/2022;domingo;SP;LUISIANIA;Permanente
20/11/2022;domingo;SP;LUPERCIO;Permanente
20/11/2022;domingo;SP;MANDURI;Permanente
20/11/2022;domingo;SP;MARAPOAMA;Permanente
20/11/2022;domingo;SP;MARIAPOLIS;Permanente
20/11/2022;domingo;SP;MIGUELOPOLIS;Permanente
20/11/2022;domingo;SP;MOGI-GUACU;Permanente
20/11/2022;domingo;SP;MOMBUCA;Permanente
20/11/2022;domingo;SP;MONGAGUA;Permanente
20/11/2022;domingo;SP;MONTE ALEGRE DO SUL;Permanente
20/11/2022;domingo;SP;MONTE MOR;Permanente
20/11/2022;domingo;SP;MORUNGABA;Permanente
20/11/2022;domingo;SP;MURUTINGA DO SUL;Permanente
20/11/2022;domingo;SP;NARANDIBA;Permanente
20/11/2022;domingo;SP;NIPOA;Permanente
20/11/2022;domingo;SP;NOVA EUROPA;Permanente
20/11/2022;domingo;SP;NOVA GRANADA;Permanente
20/11/2022;domingo;SP;NOVA GUATAPORANGA;Permanente
20/11/2022;domingo;SP;NOVA ODESSA;Permanente
20/11/2022;domingo;SP;ONDA VERDE;Permanente
20/11/2022;domingo;SP;ORIENTE;Permanente
20/11/2022;domingo;SP;ORINDIUVA;Permanente
20/11/2022;domingo;SP;OUROESTE;Permanente
20/11/2022;domingo;SP;PALESTINA;Permanente
20/11/2022;domingo;SP;PALMARES PAULISTA;Permanente
20/11/2022;domingo;SP;PALMITAL;Permanente
20/11/2022;domingo;SP;PANORAMA;Permanente
20/11/2022;domingo;SP;PARAISO;Permanente
20/11/2022;domingo;SP;PARANAPANEMA;Permanente
20/11/2022;domingo;SP;PARANAPUA;Permanente
20/11/2022;domingo;SP;PATROCINIO PAULISTA;Permanente
20/11/2022;domingo;SP;PAULICEIA;Permanente
20/11/2022;domingo;SP;PAULO DE FARIA;Permanente
20/11/2022;domingo;SP;PEDRA BELA;Permanente
20/11/2022;domingo;SP;PEDREGULHO;Permanente
20/11/2022;domingo;SP;PEDREIRA;Permanente
20/11/2022;domingo;SP;PEDRO DE TOLEDO;Permanente
20/11/2022;domingo;SP;PERUIBE;Permanente
20/11/2022;domingo;SP;PIQUETE;Permanente
20/11/2022;domingo;SP;PIRACICABA;Permanente
20/11/2022;domingo;SP;PIRAPORA DO BOM JESUS;Permanente
20/11/2022;domingo;SP;PLANALTO;Permanente
20/11/2022;domingo;SP;PLATINA;Permanente
20/11/2022;domingo;SP;PONTES GESTAL;Permanente
20/11/2022;domingo;SP;POPULINA;Permanente
20/11/2022;domingo;SP;PORANGABA;Permanente
20/11/2022;domingo;SP;PRADOPOLIS;Permanente
20/11/2022;domingo;SP;PRATANIA;Permanente
20/11/2022;domingo;SP;QUEIROZ;Permanente
20/11/2022;domingo;SP;RAFARD;Permanente
20/11/2022;domingo;SP;RESTINGA;Permanente
20/11/2022;domingo;SP;RIBEIRAO BRANCO;Permanente
20/11/2022;domingo;SP;RIFAINA;Permanente
20/11/2022;domingo;SP;RINCAO;Permanente
20/11/2022;domingo;SP;RIO CLARO;Permanente
20/11/2022;domingo;SP;RIO DAS PEDRAS;Permanente
20/11/2022;domingo;SP;RIO GRANDE DA SERRA;Permanente
20/11/2022;domingo;SP;RIOLANDIA;Permanente
20/11/2022;domingo;SP;RIVERSUL;Permanente
20/11/2022;domingo;SP;ROSEIRA;Permanente
20/11/2022;domingo;SP;RUBIACEA;Permanente
20/11/2022;domingo;SP;SABINO;Permanente
20/11/2022;domingo;SP;SALTO DE PIRAPORA;Permanente
20/11/2022;domingo;SP;SALTO GRANDE;Permanente
20/11/2022;domingo;SP;SANTA ALBERTINA;Permanente
20/11/2022;domingo;SP;SANTA BARBARA D`OESTE;Permanente
20/11/2022;domingo;SP;SANTA CRUZ DAS PALMEIRAS;Permanente
20/11/2022;domingo;SP;SANTA ISABEL;Permanente
20/11/2022;domingo;SP;SANTA LUCIA;Permanente
20/11/2022;domingo;SP;SANTA MERCEDES;Permanente
20/11/2022;domingo;SP;SANTA ROSA DE VITERBO;Permanente
20/11/2022;domingo;SP;SANTANA DA PONTE PENSA;Permanente
20/11/2022;domingo;SP;SANTO ANDRE;Permanente
20/11/2022;domingo;SP;SANTO ANTONIO DO JARDIM;Permanente
20/11/2022;domingo;SP;SANTO EXPEDITO;Permanente
20/11/2022;domingo;SP;SANTOPOLIS DO AGUAPEI;Permanente
20/11/2022;domingo;SP;SANTOS;Permanente
20/11/2022;domingo;SP;SAO BERNARDO DO CAMPO;Permanente
20/11/2022;domingo;SP;SAO JOAO DA BOA VISTA;Permanente
20/11/2022;domingo;SP;SAO JOAO DO PAU D`ALHO;Permanente
20/11/2022;domingo;SP;SAO JOSE DA BELA VISTA;Permanente
20/11/2022;domingo;SP;SAO LOURENCO DA SERRA;Permanente
20/11/2022;domingo;SP;SAO PEDRO;Permanente
20/11/2022;domingo;SP;SAO PEDRO DO TURVO;Permanente
20/11/2022;domingo;SP;SAO SEBASTIAO;Permanente
20/11/2022;domingo;SP;SAO SEBASTIAO DA GRAMA;Permanente
20/11/2022;domingo;SP;SAO SIMAO;Permanente
20/11/2022;domingo;SP;SAO VICENTE;Permanente
20/11/2022;domingo;SP;SEBASTIANOPOLIS DO SUL;Permanente
20/11/2022;domingo;SP;SERRA AZUL;Permanente
20/11/2022;domingo;SP;SERRA NEGRA;Permanente
20/11/2022;domingo;SP;SETE BARRAS;Permanente
20/11/2022;domingo;SP;SILVEIRAS;Permanente
20/11/2022;domingo;SP;SOCORRO;Permanente
20/11/2022;domingo;SP;SOROCABA;Permanente
20/11/2022;domingo;SP;SUD MENNUCCI;Permanente
20/11/2022;domingo;SP;SUMARE;Permanente
20/11/2022;domingo;SP;SUZANO;Permanente
20/11/2022;domingo;SP;TABATINGA;Permanente
20/11/2022;domingo;SP;TACIBA;Permanente
20/11/2022;domingo;SP;TAIUVA;Permanente
20/11/2022;domingo;SP;TAPIRAI;Permanente
20/11/2022;domingo;SP;TIMBURI;Permanente
20/11/2022;domingo;SP;VALINHOS;Permanente
20/11/2022;domingo;SP;VARGEM;Permanente
20/11/2022;domingo;SP;VARZEA PAULISTA;Permanente
20/11/2022;domingo;SP;VOTORANTIM;Permanente
21/11/2022;segunda-feira;SP;NAZARE PAULISTA;Permanente
22/11/2022;terça-feira;SP;ALVARO DE CARVALHO;Permanente
22/11/2022;terça-feira;SP;MONTE CASTELO;Permanente
22/11/2022;terça-feira;SP;PRESIDENTE ALVES;Permanente
25/11/2022;sexta-feira;SP;AREALVA;Permanente
25/11/2022;sexta-feira;SP;ITAI;Permanente
25/11/2022;sexta-feira;SP;TAPIRAI;Permanente
26/11/2022;sábado;SP;TREMEMBE;Permanente
27/11/2022;domingo;SP;ANHEMBI;Permanente
27/11/2022;domingo;SP;BOREBI;Permanente
27/11/2022;domingo;SP;MONCOES;Permanente
27/11/2022;domingo;SP;PACAEMBU;Permanente
27/11/2022;domingo;SP;SANTOPOLIS DO AGUAPEI;Permanente
27/11/2022;domingo;SP;TABAPUA;Permanente
27/11/2022;domingo;SP;UBIRAJARA;Permanente
28/11/2022;segunda-feira;SP;FRANCA;Permanente
29/11/2022;terça-feira;SP;MIRANTE DO PARANAPANEMA;Permanente
29/11/2022;terça-feira;SP;PROMISSAO;Permanente
30/11/2022;quarta-feira;SP;ADOLFO;Permanente
30/11/2022;quarta-feira;SP;ALVARES MACHADO;Permanente
30/11/2022;quarta-feira;SP;ARANDU;Permanente
30/11/2022;quarta-feira;SP;COSMOPOLIS;Permanente
30/11/2022;quarta-feira;SP;ECHAPORA;Permanente
30/11/2022;quarta-feira;SP;ELIAS FAUSTO;Permanente
30/11/2022;quarta-feira;SP;FRANCO DA ROCHA;Permanente
30/11/2022;quarta-feira;SP;GUAPIACU;Permanente
30/11/2022;quarta-feira;SP;GUARACI;Permanente
30/11/2022;quarta-feira;SP;GUARANTA;Permanente
30/11/2022;quarta-feira;SP;HERCULANDIA;Permanente
30/11/2022;quarta-feira;SP;IBIRAREMA;Permanente
30/11/2022;quarta-feira;SP;IEPE;Permanente
30/11/2022;quarta-feira;SP;IRAPUA;Permanente
30/11/2022;quarta-feira;SP;LAVINIA;Permanente
30/11/2022;quarta-feira;SP;MANDURI;Permanente
30/11/2022;quarta-feira;SP;MIRACATU;Permanente
30/11/2022;quarta-feira;SP;NEVES PAULISTA;Permanente
30/11/2022;quarta-feira;SP;NOVA ALIANCA;Permanente
30/11/2022;quarta-feira;SP;ORIENTE;Permanente
30/11/2022;quarta-feira;SP;PAULO DE FARIA;Permanente
30/11/2022;quarta-feira;SP;QUINTANA;Permanente
30/11/2022;quarta-feira;SP;REGISTRO;Permanente
30/11/2022;quarta-feira;SP;SALES;Permanente
30/11/2022;quarta-feira;SP;TARUMA;Permanente
02/12/2022;sexta-feira;SP;ARACATUBA;Permanente
02/12/2022;sexta-feira;SP;AVAI;Permanente
02/12/2022;sexta-feira;SP;MARTINOPOLIS;Permanente
02/12/2022;sexta-feira;SP;PRESIDENTE ALVES;Permanente
03/12/2022;sábado;SP;BASTOS;Permanente
03/12/2022;sábado;SP;IGUAPE;Permanente
03/12/2022;sábado;SP;PEREIRA BARRETO;Permanente
03/12/2022;sábado;SP;REGISTRO;Permanente
04/12/2022;domingo;SP;AGUAS DE SANTA BARBARA;Permanente
04/12/2022;domingo;SP;CHAVANTES;Permanente
04/12/2022;domingo;SP;CONCHAS;Permanente
04/12/2022;domingo;SP;SANTA BARBARA D`OESTE;Permanente
05/12/2022;segunda-feira;SP;IGARATA;Permanente
05/12/2022;segunda-feira;SP;SERTAOZINHO;Permanente
05/12/2022;segunda-feira;SP;TAUBATE;Permanente
07/12/2022;quarta-feira;SP;MONGAGUA;Permanente
08/12/2022;quinta-feira;SP;ADAMANTINA;Permanente
08/12/2022;quinta-feira;SP;AGUAS DE SAO PEDRO;Permanente
08/12/2022;quinta-feira;SP;ALTAIR;Permanente
08/12/2022;quinta-feira;SP;BADY BASSITT;Permanente
08/12/2022;quinta-feira;SP;BALBINOS;Permanente
08/12/2022;quinta-feira;SP;BALSAMO;Permanente
08/12/2022;quinta-feira;SP;BIRIGUI;Permanente
08/12/2022;quinta-feira;SP;BRAGANCA PAULISTA;Permanente
08/12/2022;quinta-feira;SP;BRODOWSKI;Permanente
08/12/2022;quinta-feira;SP;BURITAMA;Permanente
08/12/2022;quinta-feira;SP;CACONDE;Permanente
08/12/2022;quinta-feira;SP;CAIABU;Permanente
08/12/2022;quinta-feira;SP;CAMPINAS;Permanente
08/12/2022;quinta-feira;SP;CAPAO BONITO;Permanente
08/12/2022;quinta-feira;SP;CEDRAL;Permanente
08/12/2022;quinta-feira;SP;CHARQUEADA;Permanente
08/12/2022;quinta-feira;SP;COLINA;Permanente
08/12/2022;quinta-feira;SP;CORONEL MACEDO;Permanente
08/12/2022;quinta-feira;SP;CRUZALIA;Permanente
08/12/2022;quinta-feira;SP;CRUZEIRO;Permanente
08/12/2022;quinta-feira;SP;CUNHA;Permanente
08/12/2022;quinta-feira;SP;DIADEMA;Permanente
08/12/2022;quinta-feira;SP;DIVINOLANDIA;Permanente
08/12/2022;quinta-feira;SP;DRACENA;Permanente
08/12/2022;quinta-feira;SP;DUMONT;Permanente
08/12/2022;quinta-feira;SP;EUCLIDES DA CUNHA PAULISTA;Permanente
08/12/2022;quinta-feira;SP;FLOREAL;Permanente
08/12/2022;quinta-feira;SP;FRANCA;Permanente
08/12/2022;quinta-feira;SP;FRANCO DA ROCHA;Permanente
08/12/2022;quinta-feira;SP;GASTAO VIDIGAL;Permanente
08/12/2022;quinta-feira;SP;GENERAL SALGADO;Permanente
08/12/2022;quinta-feira;SP;GUARARAPES;Permanente
08/12/2022;quinta-feira;SP;GUARULHOS;Permanente
08/12/2022;quinta-feira;SP;ILHA COMPRIDA;Permanente
08/12/2022;quinta-feira;SP;INUBIA PAULISTA;Permanente
08/12/2022;quinta-feira;SP;IPEUNA;Permanente
08/12/2022;quinta-feira;SP;ITABERA;Permanente
08/12/2022;quinta-feira;SP;ITANHAEM;Permanente
08/12/2022;quinta-feira;SP;ITAPURA;Permanente
08/12/2022;quinta-feira;SP;ITARARE;Permanente
08/12/2022;quinta-feira;SP;JACAREI;Permanente
08/12/2022;quinta-feira;SP;JACUPIRANGA;Permanente
08/12/2022;quinta-feira;SP;JANDIRA;Permanente
08/12/2022;quinta-feira;SP;LAGOINHA;Permanente
08/12/2022;quinta-feira;SP;LAVINIA;Permanente
